Name,ID,urlSlug,birthDate,disciplines
Mubarak Faraj AL NUBI,14219004,https://worldathletics.org/athletes/qatar/mubarak-faraj-al-nubi-014219004,1977-12-30 00:00:00,"400 Metres Hurdles, 4x400 Metres Relay, 110 Metres Hurdles"
James Kwalia C'KURUI,14219027,https://worldathletics.org/athletes/qatar/james-kwalia-ckurui-014219027,1984-06-12 00:00:00,"3000 Metres, 5000 Metres, 3000 Metres Short Track"
Adoum Mahamoud SALEH,15143624,https://worldathletics.org/athletes/qatar/adoum-mahamoud-saleh-15143624,2008-06-11 00:00:00,"Discus Throw (1.500kg), Shot Put (5kg)"
Amar Ebed EBED,14882926,https://worldathletics.org/athletes/qatar/amar-ebed-ebed-14882926,2002-01-01 00:00:00,"4x400 Metres Relay, 400 Metres Hurdles, 400 Metres"
Ibrahim ABDELRAHMAN,15102628,https://worldathletics.org/athletes/qatar/ibrahim-abdelrahman-15102628,2007-04-08 00:00:00,"Hammer Throw (5kg), Hammer Throw (6kg), Hammer Throw"
Hussein IBRAHIM ISSAKA,14936510,https://worldathletics.org/athletes/qatar/hussein-ibrahim-issaka-14936510,2003-11-22 00:00:00,"4x400 Metres Relay Short Track, 400 Metres, 4x400 Metres Relay"
Rakan AL-NAIMI,15089242,https://worldathletics.org/athletes/qatar/rakan-mubarak-al-rashidi-15089242,2007-02-07 00:00:00,"60m Hurdles (91.4cm), Long Jump, 110m Hurdles (91.4cm)"
Omar Abdulla AL JASSIM,14479835,https://worldathletics.org/athletes/qatar/omar-abdulla-al-jassim-014479835,1995-05-20 00:00:00,400m hurdles (84.0cm)
Salem Amer AL BADRI,14218980,https://worldathletics.org/athletes/qatar/salem-amer-al-badri-014218980,1985-12-12 00:00:00,"4x800 Metres Relay, 800 Metres, 800 Metres Short Track"
Saad Faraj AL SHAHWANI,14219009,https://worldathletics.org/athletes/qatar/saad-faraj-al-shahwani-014219009,1983-12-20 00:00:00,"100 Metres, 4x100 Metres Relay, 200 Metres"
Essa Ismail RASHED,14219090,https://worldathletics.org/athletes/qatar/essa-ismail-rashed-14219090,1986-12-14 00:00:00,"3000 Metres, 5000 Metres, Marathon"
Fahad AL-MOHANNADI,14886857,https://worldathletics.org/athletes/qatar/fahad-mohd-al-abdulla-014886857,2002,400m hurdles (84.0cm)
Mohamed ELMEKKAOUI,15134313,https://worldathletics.org/athletes/qatar/mohamed-elmekkaoui-15134313,,Half Marathon
Dana NOUR,15154345,https://worldathletics.org/athletes/qatar/dana-nour-15154345,,100 Metres
Osmma ZADZER,15134312,https://worldathletics.org/athletes/qatar/osmma-zadzer-15134312,,Half Marathon
Rashid Shafi AL DOSARI,14218984,https://worldathletics.org/athletes/qatar/rashid-shafi-al-dosari-014218984,1981-05-08 00:00:00,Discus Throw
Alissar SAADELLAH,15154346,https://worldathletics.org/athletes/qatar/alissar-saadellah-15154346,2009-01-14 00:00:00,"60 Metres, 100 Metres"
Ammar Ismail YAHIA IBRAHIM,14951608,https://worldathletics.org/athletes/qatar/ammar-ismail-yahia-ibrahim-14951608,1996-09-18 00:00:00,"400 Metres, 4x400 Metres Relay, 400 Metres Short Track"
Moustafa HABIB,15140392,https://worldathletics.org/athletes/qatar/moustafa-habib-15140392,2007-07-20 00:00:00,Javelin Throw (700g)
Mohammed AL KAABI,14218990,https://worldathletics.org/athletes/qatar/mohammed-al-kaabi-014218990,1984-12-31 00:00:00,"Hammer Throw (5kg), Hammer Throw, Hammer Throw (6kg)"
Hamdi ALI,14595052,https://worldathletics.org/athletes/qatar/hamdi-ali-14595052,1997-04-15 00:00:00,High Jump
Omer ELFADI,14973858,https://worldathletics.org/athletes/qatar/omer-elfadi-14973858,,"1500 Metres, 800 Metres, One Mile Short Track"
Bader AL JABOR HASHIM,14383620,https://worldathletics.org/athletes/qatar/bader-al-jabor-hashim-014383620,1991-01-28 00:00:00,"Pole Vault, 110m Hurdles (99.0cm)"
Yussuf HASSAN,15091217,https://worldathletics.org/athletes/qatar/yussuf-hassan-15091217,1998,"1500 Metres, Half Marathon"
Felix KIBORE,14219059,https://worldathletics.org/athletes/qatar/felix-kibore-014219059,1988-02-18 00:00:00,"10,000 Metres, 5000 Metres, 3000 Metres"
Nasser Ahmed AL-ATBI,15091187,https://worldathletics.org/athletes/qatar/nasser-ahmed-al-atbi-15091187,2009-03-14 00:00:00,Pole Vault
Obied MOHAMED,15131838,https://worldathletics.org/athletes/qatar/obied-mohamed-15131838,,"800 Metres Short Track, 400 Metres Hurdles, 600 Metres"
Fatima Mazaher SASSANIPOOR,14385968,https://worldathletics.org/athletes/qatar/fatima-mazaher-sassanipoor-014385968,1994-01-08 00:00:00,"4x100 Metres Relay, Heptathlon, Long Jump"
Abdulla Saad AL-ABDULLA,15091202,https://worldathletics.org/athletes/qatar/abdulla-saad-al-abdulla-15091202,2008-10-26 00:00:00,Pole Vault
Mousa HUSSAIN HAMID,14219045,https://worldathletics.org/athletes/qatar/mousa-hussain-hamid-014219045,1983,"400 Metres Hurdles, 5000 Metres, Half Marathon"
Ahmed Adam SALEH,14219097,https://worldathletics.org/athletes/qatar/ahmed-adam-saleh-014219097,1969,"Marathon, 20 Kilometres, Half Marathon"
Hamad ALSULTAN,15101222,https://worldathletics.org/athletes/qatar/hamad-dhawi-alsultan-15101222,2008-06-22 00:00:00,"Discus Throw (1.500kg), Discus Throw (1.750kg)"
Abdraman Mahamat KOGNE,15018821,https://worldathletics.org/athletes/qatar/abdraman-mahamat-kogne-15018821,2006-07-14 00:00:00,"60 Metres, 200 Metres, 100 Metres"
Zayat MOHAMMED SAEED,14435641,https://worldathletics.org/athletes/qatar/zayat-mohammed-saeed-014435641,1991,"100 Metres, 200 Metres, 300 Metres Hurdles"
Abdullah ELKHAIR,15087972,https://worldathletics.org/athletes/qatar/abdullah-elkhair-15087972,,"4x800 Metres Relay, 800 Metres, 800 Metres Short Track"
Adam ABDU ADAM,14218964,https://worldathletics.org/athletes/qatar/adam-abdu-adam-014218964,1983-06-15 00:00:00,"800 Metres, 1500 Metres, 800 Metres Short Track"
Mohamed Yousuf ABDUL WAHID,14218965,https://worldathletics.org/athletes/qatar/mohamed-yousuf-abdul-014218965,1985,"Triple Jump, 10 Kilometres Race Walk"
Saif Sabbah KHALIFA,14386180,https://worldathletics.org/athletes/qatar/saif-sabbah-khalifa-014386180,1992-06-01 00:00:00,"110m Hurdles (99.0cm), 110 Metres Hurdles, 60 Metres Hurdles"
Younes Eid AL-BALUSHI,15143622,https://worldathletics.org/athletes/qatar/younes-eid-al-balushi-15143622,2008-04-09 00:00:00,Pole Vault
Hakiri AKREM,15038563,https://worldathletics.org/athletes/qatar/hakiri-akrem-15038563,2006-09-22 00:00:00,"Javelin Throw (700g), Javelin Throw"
Ibrahim Abass M CHOUT,14886009,https://worldathletics.org/athletes/qatar/ibrahim-abass-m-chout-14886009,2004-07-05 00:00:00,"800 Metres, 1500 Metres"
Khalid Wadi ADOUM,15018816,https://worldathletics.org/athletes/qatar/khalid-wadi-adoum-15018816,2005-06-23 00:00:00,"4x400 Metres Relay, 100 Metres, 400 Metres"
Mutaz Essa BARSHIM,14377312,https://worldathletics.org/athletes/qatar/mutaz-essa-barshim-14377312,1991-06-24 00:00:00,"High Jump, 110 Metres Hurdles"
Anas MIRGHANI,15039358,https://worldathletics.org/athletes/qatar/anas-mirghani-15039358,2004,Triple Jump
Hussain NASSER,14219081,https://worldathletics.org/athletes/qatar/hussain-nasser-014219081,1985,800 Metres
Youssef HAMED,14972114,https://worldathletics.org/athletes/qatar/youssef-hamed-14972114,2004-07-15 00:00:00,"60 Metres, 100 Metres, 200 Metres"
Hatim AIT OULGHAZI,14953833,https://worldathletics.org/athletes/qatar/hatim-ait-oulghazi-14953833,2006-02-23 00:00:00,"800 Metres, 1500 Metres, 4x400 Metres Relay"
Hatem MOHAMED,14219070,https://worldathletics.org/athletes/qatar/hatem-mohamed-014219070,1984,"400 Metres Hurdles, 400m hurdles (84.0cm)"
Zakrya Ali KAMIL,14327994,https://worldathletics.org/athletes/qatar/zakrya-ali-kamil-014327994,1988-03-25 00:00:00,"3000 Metres Steeplechase, 1500 Metres, 3000 Metres"
Jamaal BADRU,15091184,https://worldathletics.org/athletes/qatar/jamaal-badru-15091184,2009-07-30 00:00:00,"60m Hurdles (91.4cm), 60 Metres, Long Jump"
Abdirahman Saeed HASSAN,14751206,https://worldathletics.org/athletes/qatar/abdirahman-saeed-hassan-14751206,1997-04-13 00:00:00,"1500 Metres, 800 Metres, 1500 Metres Short Track"
Ibrahim Abdullah AL WALEED,14219016,https://worldathletics.org/athletes/qatar/ibrahim-abdullah-al-waleed-014219016,1984-05-07 00:00:00,"Long Jump, 100 Metres, 200 Metres"
Saif Saaeed SHAHEEN,14219103,https://worldathletics.org/athletes/qatar/saif-saaeed-shaheen-014219103,1982-10-15 00:00:00,"3000 Metres Steeplechase, 1500 Metres, 5000 Metres"
Rakan Mubarak AL-RASHIDI,15089242,https://worldathletics.org/athletes/qatar/rakan-mubarak-al-rashidi-15089242,2007-02-07 00:00:00,"60m Hurdles (91.4cm), Long Jump, 110m Hurdles (91.4cm)"
Assad MAMOON,14219065,https://worldathletics.org/athletes/qatar/assad-mamoon-014219065,1984,"Shot Put, Discus Throw (1.500kg), Shot Put (5kg)"
Ashraf Hussen OSMAN,14882924,https://worldathletics.org/athletes/qatar/ashraf-hussen-osman-14882924,2001-12-02 00:00:00,"400 Metres, 400 Metres Hurdles, 4x400 Metres Relay"
Ahmad Hassan ABDULLAH,14218968,https://worldathletics.org/athletes/qatar/ahmad-hassan-abdullah-014218968,1981-04-04 00:00:00,"10,000 Metres, 5000 Metres, 3000 Metres"
Qatar,14761213,https://worldathletics.org/athletes/qatar/abdul-al-katar-014761213,2000,110m Hurdles (91.4cm)
Youssouf Abdelaziz DJIBRINE,15076371,https://worldathletics.org/athletes/qatar/youssouf-abdelaziz-djibrine-15076371,2007-06-20 00:00:00,"400 Metres Short Track, 400 Metres, 4x400 Metres Relay"
Hamza HASHEM,15134011,https://worldathletics.org/athletes/qatar/hamza-hashem-15134011,2007-02-17 00:00:00,"Long Jump, Triple Jump"
Mohamed Khalifa NUH,14886812,https://worldathletics.org/athletes/qatar/mohamed-khalifa-nuh-14886812,2003,"110m Hurdles (99.0cm), High Jump, 400 Metres Hurdles"
Khaled Youssef AL OBAIDLI,14219005,https://worldathletics.org/athletes/qatar/khaled-youssef-al-obaidli-014219005,1981-08-17 00:00:00,"100 Metres, 200 Metres, 4x100 Metres Relay"
Nicholas KEMBOI,14219056,https://worldathletics.org/athletes/qatar/nicholas-kemboi-014219056,1983-11-25 00:00:00,"10,000 Metres, 5000 Metres, Half Marathon"
Moaaz Mohamed IBRAHIM,14752921,https://worldathletics.org/athletes/qatar/moaaz-mohamed-ibrahim-14752921,1999-02-08 00:00:00,"Discus Throw (1.750kg), Discus Throw, Shot Put (6kg)"
Saleh HAMMAD,15013088,https://worldathletics.org/athletes/qatar/saleh-hammad-15013088,,"1500 Metres, 800 Metres"
Mahamat Zakaria KHALID,14886796,https://worldathletics.org/athletes/qatar/mahamat-zakaria-khalid-014886796,2002-03-23 00:00:00,"4x100 Metres Relay, 100 Metres, 200 Metres"
Salaheddine BAKKAR EL SAFI,14219022,https://worldathletics.org/athletes/qatar/salaheddine-bakkar-el-safi-014219022,1980-04-01 00:00:00,"4x400 Metres Relay, 400 Metres, 400 Metres Short Track"
Mohamed ABDOU BAKHET,14218963,https://worldathletics.org/athletes/qatar/mohamed-abdou-bakhet-014218963,1987-12-25 00:00:00,"Half Marathon, 5000 Metres, 10,000 Metres"
Caleb KAPORTOVI,15081808,https://worldathletics.org/athletes/qatar/caleb-kaportovi-15081808,2005-07-11 00:00:00,100 Metres
Abdulaziz Mohamed Salem MOHAMED,15157285,https://worldathletics.org/athletes/qatar/abdulaziz-mohamed-salem-mohamed-15157285,,100 Metres
Ibrahim Muftah ISMAIL FARAJ,14219049,https://worldathletics.org/athletes/qatar/ibrahim-ismail-14219049,1972-05-10 00:00:00,"400 Metres, 200 Metres, 400 Metres Short Track"
Issa ADOUM,15040919,https://worldathletics.org/athletes/qatar/issa-adoum-15040919,2004-04-10 00:00:00,100 Metres
Ali ELABSY,14595052,https://worldathletics.org/athletes/qatar/hamdi-ali-14595052,1997-04-15 00:00:00,High Jump
Khalid Habash AL SUWAIDI,14219013,https://worldathletics.org/athletes/qatar/khalid-habash-al-suwaidi-014219013,1984-10-10 00:00:00,"Shot Put, Discus Throw, Discus Throw (1.500kg)"
Ali AL DAWOODI,14218981,https://worldathletics.org/athletes/qatar/ali-al-dawoodi-014218981,1984-06-29 00:00:00,"Half Marathon, 5000 Metres, 10,000 Metres"
Bilal Saad MUBARAK,14219075,https://worldathletics.org/athletes/qatar/bilal-saad-mubarak-014219075,1972-12-18 00:00:00,Shot Put
Oumar Doudai ABAKAR,14953418,https://worldathletics.org/athletes/qatar/oumar-doudai-abakar-14953418,2005-01-01 00:00:00,"110m Hurdles (99.0cm), 60 Metres Hurdles, 110 Metres Hurdles"
